!GO Term	EGF_Baseline	EGF_Stumulus
GO:0008150	-0.79	0.92
GO:0045944	-1.47	-0.94
GO:0016887	1.55	-0.33
GO:0055114	-0.32	-0.67
GO:0032296	1.93	0.60
GO:0016881	-2.78	-1.65
GO:0032504	-1.47	-1.64
GO:0005828	-1.01	-0.68
GO:0007157	0.61	-1.55
GO:0032879	-0.09	-0.44
GO:0007099	0.78	-1.05
GO:0006470	0.78	-0.39
GO:0052689	-1.61	0.87
GO:0008150	1.05	-1.26
GO:0030176	0.65	0.74
GO:0046961	-0.68	0.61
GO:0035370	0.22	1.03
GO:0015629	1.86	-0.21
GO:0070822	-1.64	-0.39
GO:0072686	-0.57	-1.02
GO:0008150	0.70	0.30
GO:0070588	-0.07	0.66
GO:0071421	0.93	-0.68
GO:0008150	-0.93	0.90
GO:0055114	-0.68	0.72
GO:0071013	-0.72	0.75
GO:0005634	1.33	0.34
GO:0055085	0.29	-0.65
GO:0055085	0.34	0.43
GO:0046872	0.85	-0.27
GO:0055114	-1.03	-0.41
GO:0045861	-1.20	-1.07
GO:0098655	-1.67	-0.34
GO:0008150	-0.60	-0.35
GO:0007052	4.28	-3.39
GO:0022008	1.06	0.17
GO:0090099	-0.72	-0.50
GO:0005703	-1.34	1.44
GO:0016020	-1.08	-1.03
GO:0016020	-0.89	0.87
GO:0008157	-2.94	2.32
GO:0043547	-1.60	0.81
GO:0008150	-0.87	0.45
GO:0016055	-1.11	-0.36
GO:1901739	-1.03	1.35
GO:0045087	-0.83	-1.39
GO:0006468	-0.29	-0.57
GO:1900116	0.47	-0.61
GO:1902476	0.83	0.29
GO:0006437	0.44	1.05
GO:0008270	-1.37	-1.25
GO:0008270	-1.33	1.14
GO:0008150	-1.46	-0.91
GO:0046872	-0.69	1.00
GO:0004734	-0.71	-0.15
GO:0008340	0.92	1.02
GO:0008270	0.93	0.46
GO:0071805	-1.32	0.64
GO:0008150	-0.64	-0.73
GO:0046872	-1.81	-0.22
GO:0051047	-1.22	0.36
GO:0055085	-0.23	0.34
GO:0031032	-1.22	-1.69
GO:0051726	2.02	1.69
GO:0055114	0.71	1.32
GO:0030529	-0.57	-0.66
GO:0007606	-0.34	1.39
GO:0019706	-1.61	-0.63
GO:0071361	-1.84	1.14
GO:0008150	1.09	-1.11
GO:0048786	1.46	0.82
GO:0071361	-0.62	0.68
GO:0005739	-1.35	1.11
GO:0005912	0.37	0.20
GO:0032504	0.92	0.69
GO:0016021	-1.97	0.52
GO:0031225	-0.94	0.98
GO:0016021	-0.94	1.08
GO:0018214	1.81	0.41
GO:0055114	-1.19	-1.37
GO:0008150	0.78	-0.83
GO:0048531	-0.45	-0.52
GO:0008150	1.44	4.88
GO:0019186	-0.40	0.28
GO:0030289	-1.41	-0.92
GO:0008061	-0.36	0.87
GO:0032154	4.30	1.34
GO:0043508	-1.55	0.71
GO:0050829	0.67	1.28
GO:0008270	-0.35	-0.06
GO:0019915	-0.79	-0.54
GO:0034220	1.30	0.68
GO:0032879	-1.79	0.99
GO:0055085	-1.48	0.53
GO:0045747	-1.72	0.54
GO:0090385	-0.54	1.19
GO:0005634	-3.40	-3.40
GO:0009306	0.68	0.96
GO:0055114	-1.65	0.87
GO:0008152	1.91	-0.09
GO:0042594	-0.41	0.39
GO:0016021	-0.31	0.87
GO:0045087	0.94	0.58
GO:0045177	-1.19	0.61
GO:0007623	-1.11	1.13
GO:0000790	1.52	0.56
GO:0005615	1.68	0.09
GO:0051298	0.99	-0.15
GO:0007476	-0.90	-0.71
GO:0006909	-0.99	-1.24
GO:0055114	-1.85	-1.04
GO:0005875	-1.12	0.73
GO:0008152	-2.00	-1.02
GO:0034220	-0.24	-0.43
GO:0034551	-0.98	-0.88
GO:0007606	0.42	0.75
GO:0040016	-1.82	-1.82
GO:0070983	1.50	-0.72
GO:0046982	-0.82	0.31
GO:2001070	1.11	1.44
GO:0008150	-0.76	-0.83
GO:0031201	-1.57	0.66
GO:0016476	-0.40	-0.09
GO:0055114	0.63	0.90
GO:0008150	-0.35	-1.10
GO:0045743	0.69	-0.21
GO:0006468	-1.31	-1.31
GO:2001020	1.18	-1.12
GO:0008150	-1.39	0.77
GO:0008150	-0.95	0.76
GO:0016321	-1.60	0.72
GO:0048589	-1.22	-4.33
GO:0055114	-1.16	-0.54
GO:0048515	0.48	-0.26
GO:0055114	-1.52	-0.90
GO:0007476	1.48	-0.80
GO:0050911	-0.55	0.57
GO:0042742	-0.95	0.82
GO:0008270	-0.37	0.43
GO:0008150	1.28	0.44
GO:0055114	1.51	1.03
GO:0006508	-1.07	0.91
GO:0005929	0.34	0.80
GO:0031047	-0.91	-1.26
GO:0050830	-1.18	1.07
GO:0051536	-1.37	0.50
GO:0035327	-0.65	-0.70
GO:0008150	0.22	-2.15
GO:0071578	0.82	-0.29
GO:0008150	-1.17	-0.82
GO:0035010	-1.85	0.31
GO:0005622	-0.87	-0.20
GO:0005737	0.18	0.83
GO:2000427	-1.17	0.67
GO:0006412	-0.80	-0.59
GO:0070765	-0.53	0.87
GO:0008152	-0.36	-0.81
GO:0008061	1.32	-0.68
GO:0008039	-1.45	1.17
GO:0046982	-1.00	0.89
GO:0006915	-0.19	0.66
GO:0040003	-0.54	0.41
GO:0012505	0.64	-0.47
GO:0055114	0.50	-0.09
GO:0016747	-0.19	0.47
GO:0055085	-0.78	0.14
GO:0008150	-1.03	-1.05
GO:0050911	-0.58	0.97
GO:0034551	-1.02	0.60
GO:0005509	0.56	1.84
GO:0007614	0.89	-1.01
GO:0016747	-2.19	-1.08
GO:0098655	0.93	0.81
GO:0055114	-0.60	-1.01
GO:0048728	1.29	1.02
GO:0008150	-0.55	1.28
GO:0016021	-0.95	-0.46
GO:0050807	0.16	-0.51
GO:0055085	1.10	1.37
GO:0060429	0.95	0.59
GO:0071560	0.33	-0.50
GO:0061077	0.63	0.68
GO:0055085	-0.57	1.10
GO:0016021	1.55	-0.81
GO:0005739	0.56	0.70
GO:0008150	-0.60	0.67
GO:0006412	0.98	-4.72
GO:0055114	-0.97	1.41
GO:0016810	1.46	1.82
GO:0006412	-1.48	0.66
GO:0007020	0.65	0.63
GO:0032504	-0.40	-1.45
GO:0052740	-0.64	0.76
GO:0045995	-0.35	-0.65
GO:0008150	-1.96	-0.52
GO:0044206	0.73	0.78
GO:0008150	-0.60	-0.74
GO:0043022	-3.54	-1.72
GO:0071013	0.62	0.46
GO:0008150	-1.13	-0.64
GO:0090305	1.04	0.40
GO:0006508	1.42	-0.87
GO:0006468	0.60	1.09
GO:0060158	-1.02	0.35
GO:0046961	-0.76	0.44
GO:0071855	0.42	1.66
GO:0008150	0.22	-0.81
GO:0055085	-1.58	-0.57
GO:0055114	0.95	1.91
GO:0046872	-0.58	-1.65
GO:0008150	0.41	0.92
GO:0007165	-0.98	-2.27
GO:0045944	0.30	0.71
GO:0043089	-1.27	1.63
GO:0055085	1.08	0.75
GO:0019706	-0.74	0.59
GO:0071806	0.83	-0.92
GO:0060429	-1.42	1.45
GO:0008150	-0.83	-0.22
GO:0008270	0.51	0.54
GO:0048813	-1.22	-1.01
GO:0055114	-0.73	-0.36
GO:0007507	-0.83	0.41
GO:0043565	0.26	1.30
GO:0042623	0.57	-1.02
GO:0045202	-1.75	0.66
GO:0046920	-1.86	0.23
GO:0008150	-1.66	-1.33
GO:0007184	0.86	-0.75
GO:0070176	1.29	0.86
GO:0007173	-0.42	-0.31
GO:0046872	-0.53	-0.95
GO:0007264	4.27	-0.52
GO:0006184	2.89	-0.78
GO:0035094	-1.36	-1.65
GO:0008270	-1.71	-0.19
GO:0005815	-0.63	0.20
GO:0007606	0.40	0.94
GO:0016055	-1.33	-0.65
GO:0038032	0.75	0.93
GO:0042742	-0.76	-0.47
GO:0008150	-0.62	0.40
GO:0048477	1.72	-2.02
GO:0016772	-0.39	0.51
GO:0040014	1.12	0.88
GO:0051039	0.51	0.99
GO:0006835	-0.32	2.03
GO:0008150	-0.57	-0.85
GO:0030145	-0.75	-0.34
GO:0048813	-0.53	-1.74
GO:0006508	-1.75	-1.79
GO:0046872	-1.75	0.93
GO:0022008	-0.99	1.56
GO:0055085	-0.69	0.54
GO:0016049	1.40	2.08
GO:0046716	0.88	1.00
GO:0031105	0.37	0.69
GO:0048471	-1.07	-1.69
GO:0048190	0.90	0.51
GO:0006464	1.40	-1.18
GO:0046872	0.93	1.09
GO:0016021	0.97	0.68
GO:0008150	-0.99	0.19
GO:0048477	2.27	0.72
GO:0017111	0.40	-1.48
GO:0050821	-0.73	0.33
GO:2000377	0.84	1.21
GO:0008061	-0.72	0.88
GO:0005615	-0.99	-0.35
GO:0042600	1.21	0.62
GO:0007480	1.45	-1.13
GO:0019843	1.82	1.16
GO:2000274	0.21	0.92
GO:0008150	-0.91	0.89
GO:0048813	-1.61	1.83
GO:0042246	-0.40	0.90
GO:0000062	-0.42	-0.32
GO:0051087	-0.46	0.92
GO:0045862	2.37	1.07
GO:0055114	-0.78	0.78
GO:0008175	-0.92	0.55
GO:0008270	-0.96	-0.10
GO:0031083	0.92	1.06
GO:0048488	1.03	0.36
GO:0008021	1.52	-1.82
GO:0034220	-1.07	-0.42
GO:0046331	1.03	0.72
GO:0035725	1.55	-0.84
GO:0071004	1.34	0.68
GO:0055085	-1.10	-0.29
GO:0061077	-1.32	1.43
GO:0008407	0.51	1.24
GO:0098655	-1.92	-0.99
GO:0001056	1.73	-1.68
GO:0008152	-0.28	1.13
GO:0048854	0.61	0.83
GO:0005615	-0.94	1.20
GO:0005856	1.97	0.98
GO:0030529	-1.09	1.07
GO:0061085	-0.46	-1.00
GO:0000164	-1.47	1.68
GO:0001075	0.35	-0.52
GO:0090502	1.26	1.55
GO:0016881	-1.75	-1.67
GO:0008150	-0.17	-0.32
GO:0016887	-0.21	-0.34
GO:0006607	1.24	-5.13
GO:0055114	-1.55	0.75
GO:0070725	0.76	1.21
GO:0008150	1.22	1.13
GO:0055059	-1.20	0.43
GO:0045202	1.78	0.65
GO:0042594	1.54	0.39
GO:0055114	0.91	0.45
GO:0017151	-0.63	-1.13
GO:0022008	0.51	0.12
GO:0005509	-0.86	0.43
GO:0045747	0.96	-0.35
GO:0008270	1.90	-1.58
GO:0042060	-0.21	-1.02
GO:0071013	-2.21	-0.86
GO:0032259	0.88	-0.53
GO:0016021	1.05	0.53
GO:0008150	-0.41	0.66
GO:0050830	-1.19	-0.88
GO:0042059	1.06	0.85
GO:0016021	-1.68	0.49
GO:0008150	-1.45	1.25
GO:0048013	0.63	-0.26
GO:1900074	-0.74	0.34
GO:0045886	-1.10	0.11
GO:0060857	-0.85	-1.01
GO:0042384	0.41	0.78
GO:0008270	1.34	1.00
GO:0051092	0.57	1.25
GO:0048812	0.36	-1.07
GO:0060361	0.43	1.11
GO:0018293	-0.34	0.66
GO:0098655	2.33	1.23
GO:0055114	-0.87	0.71
GO:0008150	1.70	-0.37
GO:0016311	-0.47	1.01
GO:0008081	-1.56	1.19
GO:0016233	0.55	-0.45
GO:0006414	1.31	-1.01
GO:0008302	0.94	-0.26
GO:0051168	-1.05	2.84
GO:0016021	0.33	-0.38
GO:0071932	0.94	-0.84
GO:0032879	0.16	-0.34
GO:0046856	-1.07	0.44
GO:0008150	2.67	-0.40
GO:0032027	1.10	-0.96
GO:0048749	-0.26	0.69
GO:0051287	-0.19	1.35
GO:0046872	-1.35	-0.92
GO:0030135	0.47	1.75
GO:0050775	1.15	-1.08
GO:0046872	-0.51	0.27
GO:0045177	-1.03	-0.43
GO:0043083	0.30	0.54
GO:0055114	-0.74	0.72
GO:0045177	0.92	0.51
GO:0006508	0.35	0.55
GO:0046854	1.27	0.69
GO:0008270	-0.70	2.14
GO:0008150	0.28	1.39
GO:0035725	-1.70	0.61
GO:0040003	-1.38	-1.19
GO:0044331	0.68	0.89
GO:0050911	0.71	-0.81
GO:0016021	-2.27	-1.56
GO:0090254	-2.06	-0.92
GO:0072686	-1.34	1.06
GO:0070526	-0.44	-0.90
GO:0035329	-0.66	1.49
GO:0008150	-1.18	0.31
GO:0016874	1.31	0.34
GO:0008150	-1.55	-0.67
GO:0004842	-1.13	0.87
GO:0071462	0.46	0.28
GO:0034976	-2.02	0.58
GO:0071617	-1.44	-2.23
GO:0055114	-1.31	-0.46
GO:0005198	-1.73	0.42
GO:0004843	1.07	-1.54
GO:0098549	1.18	-0.82
GO:0032133	0.71	0.64
GO:0006629	-1.96	-0.46
GO:0050660	0.34	0.99
GO:0016787	-1.52	0.58
GO:0042048	1.50	-0.57
GO:0008150	-0.42	-1.40
GO:0035101	1.55	2.83
GO:0070374	-1.13	-8.49
GO:0046982	-0.46	0.59
GO:0008236	7.56	0.82
GO:0048813	0.59	0.65
GO:0016021	-1.29	0.38
GO:0008150	-0.33	1.08
GO:0042325	-1.31	1.22
GO:0019213	-1.27	1.34
GO:0097111	1.35	-0.97
GO:0072499	1.83	-0.70
GO:0050911	0.79	-0.32
GO:0048511	0.74	1.83
GO:0046872	-1.53	-0.49
GO:0005524	0.58	1.16
GO:0016020	-1.63	-0.86
GO:0052659	-0.40	-1.31
GO:0048813	0.72	-0.82
GO:0008270	1.76	-1.41
GO:0035096	0.86	1.97
GO:1902476	0.68	-0.33
GO:0016020	0.57	0.76
GO:0018298	-1.16	1.08
GO:0001105	0.98	0.50
GO:0035335	2.37	-0.86
GO:0003674	0.79	-0.10
GO:0080182	-3.36	-3.94
GO:0048013	-2.30	-1.50
GO:0008150	0.63	0.97
GO:0016787	0.28	-1.04
GO:0016021	-1.44	-0.81
GO:0055085	-1.42	0.55
GO:0032504	-1.27	-0.54
GO:0004663	0.56	-0.71
GO:0070822	-0.43	1.32
GO:0055114	-1.60	-0.49
GO:0005509	-0.95	1.43
GO:0008152	-0.62	-0.73
GO:0045893	5.02	1.31
GO:0008150	-1.73	-0.25
GO:0030247	-1.61	-0.08
GO:0006629	1.24	0.04
GO:0007160	0.35	-0.66
GO:0006508	-1.34	-0.44
GO:0036459	-1.25	-1.11
GO:0008150	1.27	0.35
GO:0060968	-2.04	0.77
GO:0008150	0.30	-0.74
GO:0008150	0.27	-0.48
GO:0040003	0.54	0.23
GO:0007346	2.15	-0.24
GO:0050909	-1.41	0.22
GO:0035091	1.24	0.92
GO:0008150	1.17	-0.28
GO:0016787	0.20	1.29
GO:0016310	1.23	-0.76
GO:0048749	1.33	-1.35
GO:0060361	0.09	-0.47
GO:0022008	-1.19	-0.34
GO:0008270	-2.00	-0.79
GO:0045861	1.08	-0.89
GO:0050912	-0.61	0.82
GO:0019905	-0.59	-1.56
GO:0050912	4.08	1.84
GO:0016272	0.15	-0.44
GO:0030414	-0.90	1.65
GO:0071454	-2.70	1.58
GO:0005844	-1.11	1.01
GO:0022008	1.03	0.23
GO:0046872	0.95	0.76
GO:0016020	0.31	1.34
GO:0048102	-1.62	1.31
GO:0040003	-0.99	-1.46
GO:0042688	1.36	-0.53
GO:0035096	0.57	-0.41
GO:0006749	0.72	-0.62
GO:0006508	1.24	1.46
GO:0007606	1.16	-0.72
GO:0070815	-1.91	-0.72
GO:0008150	-0.93	0.46
GO:0046331	-0.36	1.00
GO:0031118	-0.93	0.74
GO:0006355	1.00	1.30
GO:2000377	-1.26	-0.71
GO:0008152	1.07	-1.65
GO:0008157	-1.31	0.83
GO:0016021	0.61	1.11
GO:0048749	2.59	-0.92
GO:0008150	-1.36	0.73
GO:0017080	-0.24	0.71
GO:0003729	0.49	0.54
GO:0051298	1.61	-3.82
GO:0020037	-1.89	1.16
GO:0032981	-1.20	0.60
GO:0008150	-0.52	1.55
GO:0071174	-0.95	-0.61
GO:0008150	2.01	0.26
GO:0045471	-0.41	1.54
GO:0050911	-0.86	-0.49
GO:0008150	-0.31	0.40
GO:0042381	2.16	0.74
GO:0006412	-1.62	-1.05
GO:1901962	-1.19	0.08
GO:0006508	0.21	1.54
GO:0031047	-1.76	-0.41
GO:2000060	0.91	0.82
GO:0005814	-1.86	0.94
GO:0016798	-0.89	1.18
GO:0016042	-1.43	1.67
GO:0008150	0.52	-0.31
GO:0008150	1.02	0.35
GO:0035012	0.74	0.66
GO:0045298	1.07	-0.45
GO:0016758	1.51	0.33
GO:0048193	-0.73	-0.32
GO:2000637	-1.41	1.01
GO:0052689	-1.28	-0.34
GO:0033925	1.16	-0.45
GO:0043186	-1.46	0.76
GO:0046872	-1.46	0.50
GO:0006508	-0.58	0.53
GO:0008150	-0.49	1.30
GO:0019779	-1.63	-1.47
GO:0031625	1.30	1.03
GO:0055114	-1.41	0.68
GO:0010951	-0.68	0.47
GO:0042742	-1.40	0.60
GO:0016529	2.10	1.55
GO:0008150	-0.90	0.81
GO:0055114	-0.54	1.32
GO:0019706	-1.30	-0.27
GO:0035327	0.77	1.74
GO:0016887	-0.33	-0.35
GO:0004402	-1.41	-0.51
GO:0005576	-1.65	0.66
GO:0043169	0.89	0.72
GO:1902667	0.73	0.62
GO:0061099	-0.33	-0.94
GO:0032851	1.44	-0.49
GO:0051923	0.75	0.40
GO:0008150	-0.92	-0.42
GO:2000647	0.30	0.98
GO:0032783	0.62	0.44
GO:0004175	0.40	0.63
GO:0016021	1.83	-0.32
GO:0008150	-0.32	-0.55
GO:0040003	1.39	0.79
GO:0042060	1.28	0.20
GO:0060429	0.49	0.99
GO:0004370	-0.78	0.64
GO:0005575	-0.71	0.10
GO:0051537	-1.37	-0.35
GO:0030497	-0.36	0.80
GO:0030246	1.99	-0.81
GO:0035242	-1.78	-1.40
GO:0046872	1.55	0.75
GO:0008152	0.89	0.25
GO:0052740	1.25	-1.35
GO:0048846	-0.75	0.87
GO:0004175	-3.93	-6.04
GO:0006412	0.35	-0.21
GO:0008595	0.63	0.70
GO:0070593	1.21	2.59
GO:0070129	0.59	0.48
GO:0060070	1.15	1.29
GO:0033290	2.92	-4.01
GO:0008150	0.99	0.60
GO:0051775	0.45	-0.56
GO:0008150	0.63	0.89
GO:0034220	0.74	0.61
GO:0071011	-1.68	-1.94
GO:0046693	0.93	-0.69
GO:0050911	-1.32	-1.02
GO:0022008	-1.61	-0.56
GO:0071944	-1.21	-0.48
GO:0005515	-1.26	-1.71
GO:0045211	1.44	0.38
GO:0070776	1.61	1.98
GO:0008150	-0.58	0.55
GO:0006412	1.62	-4.45
GO:0071907	-1.45	-2.05
GO:0015927	1.09	0.35
GO:0008150	0.58	0.54
GO:0048190	-1.79	0.96
GO:0043234	0.59	0.78
GO:2000169	-1.41	-0.69
GO:0016887	-1.58	-1.02
GO:0045944	1.31	0.50
GO:0050911	-1.18	-1.27
GO:0048477	1.71	-2.10
GO:0019706	0.31	1.20
GO:0045859	-1.24	-0.38
GO:0046872	1.07	2.19
GO:0051168	5.63	-1.87
GO:0055114	0.69	-0.91
GO:0032504	0.86	1.55
GO:0055114	0.17	0.45
GO:0048489	0.55	1.13
GO:0045746	-1.12	-0.49
GO:0043565	-0.49	1.05
GO:0042384	-0.63	0.58
GO:0006200	-1.12	-0.54
GO:0045298	0.59	-1.45
GO:0046872	-1.71	-0.32
GO:0016021	-0.73	0.45
GO:0046872	-0.70	0.89
GO:0016021	-2.22	-1.65
GO:0016021	1.24	0.78
GO:0008270	0.65	0.91
GO:0055114	0.21	0.84
GO:1901418	-0.37	-0.33
GO:0090141	0.34	-0.45
GO:0061343	0.63	0.70
GO:0046872	2.07	-5.03
GO:0007097	1.54	2.59
GO:0015020	1.42	-0.85
GO:0006208	-1.43	1.31
GO:0055085	1.12	1.12
GO:0051298	2.09	-2.76
GO:0006508	0.86	-0.32
GO:0046427	-1.47	1.01
GO:0008063	2.86	-0.81
GO:0006412	-1.67	0.37
GO:0045859	1.41	1.82
GO:0055085	0.42	0.07
GO:0055085	1.49	2.30
GO:0004252	0.58	0.98
GO:0035013	-0.80	1.77
GO:0005856	-0.60	0.40
GO:0042734	-1.05	-1.47
GO:0070765	-0.84	-0.90
GO:0048598	-1.50	-0.51
GO:0008270	-0.40	0.17
GO:0008150	-0.92	1.81
GO:0040003	-1.05	-0.14
GO:0008150	-1.93	-1.94
GO:0016021	0.76	0.35
GO:0035435	0.70	-0.46
GO:0045177	0.35	-0.36
GO:0040003	-0.93	0.33
GO:0008150	1.02	-0.27
GO:0055085	0.65	1.51
GO:0055114	-2.12	-4.86
GO:0005158	0.49	0.72
GO:0050662	-1.02	1.15
GO:0016192	-1.20	-1.62
GO:0035220	0.50	-0.86
GO:0008150	-1.72	0.92
GO:0032504	-1.84	-1.92
GO:0042052	0.07	1.08
GO:0005251	-1.57	-1.10
GO:0008061	0.78	0.82
GO:0016339	-2.33	-1.40
GO:0043565	0.57	0.79
GO:0006461	-1.20	-1.19
GO:0055114	-0.92	0.95
GO:0070604	0.72	-3.49
GO:0042048	0.47	-0.74
GO:0006611	0.73	0.84
GO:0004362	-1.57	1.13
GO:0010951	1.93	1.65
GO:0016021	-0.71	0.79
GO:0032264	-1.51	-1.57
GO:0006607	3.89	0.82
GO:0061041	-1.31	1.20
GO:0008150	-1.12	1.03
GO:0008270	1.00	0.45
GO:0030246	-1.19	-0.71
GO:0022008	-0.70	0.74
GO:0034454	0.95	0.35
GO:0006154	-0.48	-0.11
GO:0005615	-1.03	0.73
GO:0003677	0.90	1.43
GO:0032504	-1.32	-1.48
GO:0016020	1.18	-1.12
GO:0043281	-0.34	0.74
GO:0016020	-0.79	-1.08
GO:0016363	5.02	2.28
GO:0042331	0.60	0.69
GO:0008150	-0.46	-0.65
GO:0043565	1.25	0.88
GO:0008270	1.64	0.66
GO:0016042	-0.27	0.39
GO:0016881	-0.96	0.12
GO:0008270	-1.24	-1.17
GO:0005829	-0.73	-0.54
GO:0035556	0.75	0.96
GO:0050983	0.84	0.49
GO:0061467	1.11	-0.99
GO:0032874	1.02	-0.35
GO:0045296	0.96	0.37
GO:0050829	-0.60	0.49
GO:0008236	1.02	-1.02
GO:0046956	-0.25	-1.02
GO:0048812	0.76	-1.29
GO:0017061	0.61	-0.31
GO:0040018	-0.09	0.52
GO:0006450	-0.61	0.76
GO:0072499	-1.47	0.24
GO:0016021	0.61	0.83
GO:0005509	0.52	-0.83
GO:0008150	0.81	0.54
GO:0033961	-1.75	-0.84
GO:0055114	0.54	-0.82
GO:0004252	-1.85	-1.61
GO:0016021	0.41	0.33
GO:0008150	1.15	1.67
GO:0042623	-0.61	1.38
GO:0042048	-0.51	-1.10
GO:0050995	1.08	1.68
GO:0051539	0.78	1.42
GO:0048072	-1.41	-0.42
GO:0008150	3.28	-1.62
GO:0055114	-0.78	-0.43
GO:0042023	-1.37	1.29
GO:0008150	-0.58	-0.67
GO:0005884	-0.32	0.32
GO:0050770	-0.80	1.14
GO:0005575	1.02	-1.11
GO:2001020	-0.81	-0.61
GO:0042594	0.86	1.42
GO:0008270	-0.67	-1.31
GO:0071254	-0.29	-0.45
GO:0007606	0.52	-0.74
GO:0070008	-0.86	0.53
GO:0009966	1.20	0.82
GO:0003677	-1.19	0.60
GO:0007286	-0.58	-0.22
GO:0032864	-0.64	-1.23
GO:0042381	0.44	0.50
GO:0016021	-0.36	0.77
GO:0008150	-0.66	-0.87
GO:0035725	-0.79	0.50
GO:0009982	0.94	0.31
GO:0051087	-1.04	-1.12
GO:0071013	0.63	-0.74
GO:0034389	-1.07	0.61
GO:0051726	-0.97	0.91
GO:0045202	0.41	0.44
GO:0050912	1.40	0.87
GO:0006508	-1.18	-0.87
GO:0005576	0.34	-0.34
GO:0046872	-1.09	-1.30
GO:0006457	0.34	1.02
GO:0045211	1.12	1.14
GO:0055114	1.18	0.46
GO:0030532	-1.20	1.78
GO:0006629	1.81	-0.64
GO:0004252	0.63	0.71
GO:0008150	-0.57	-0.36
GO:0004175	-1.12	-0.21
GO:0061343	0.47	1.32
GO:0006412	3.43	-2.73
GO:0046523	-0.49	0.62
GO:0048812	0.91	-1.00
GO:0006415	-1.60	0.66
GO:0007606	-0.69	-0.95
GO:0045944	-1.77	1.18
GO:0051297	-0.73	-3.09
GO:0045930	-0.66	0.92
GO:0016747	-0.68	0.49
GO:0048148	0.52	0.32
GO:0042600	-0.88	-2.44
GO:0071456	-0.08	0.70
GO:0008150	-0.97	-0.25
GO:0060623	1.09	-2.18
GO:0008152	-1.09	-1.00
GO:0070084	-2.42	-1.95
GO:0018108	-0.99	-1.26
GO:0006364	0.41	-1.45
GO:0032450	1.39	-0.80
GO:0007606	0.28	-1.80
GO:0008150	-1.40	-0.30
GO:0008150	0.74	-0.14
GO:0036158	1.49	0.42
GO:0048311	-2.09	-0.62
GO:0034220	1.45	0.55
GO:0032504	1.36	-1.19
GO:0006511	0.96	1.21
GO:0034464	-1.83	0.38
GO:0007291	-0.49	0.58
GO:0030246	1.00	0.46
GO:0065004	-0.82	-0.13
GO:0090175	1.62	0.08
GO:0051533	-1.57	-2.10
GO:0016020	-0.98	1.53
GO:0016884	-2.04	-1.67
GO:0035725	1.55	-1.39
GO:0046933	0.19	-0.15
GO:1902358	-0.61	0.63
GO:0046331	0.40	0.33
GO:0050912	0.48	-0.69
GO:0055085	1.07	0.54
GO:1902358	-0.41	0.24
GO:0032837	0.33	-0.33
GO:0070765	0.37	0.44
GO:0004402	0.29	1.20
GO:0008150	1.24	0.85
GO:0050830	-0.64	0.51
GO:0048024	-0.94	0.53
GO:0046872	-0.59	0.59
GO:0016310	0.53	0.84
GO:0055114	0.82	0.68
GO:0051726	4.37	-2.36
GO:0004252	1.25	-0.52
GO:0055114	-0.44	-0.08
GO:0015020	1.51	-0.44
GO:0045087	-1.61	1.13
GO:0016310	-0.41	0.40
GO:0071805	0.48	0.78
GO:0046983	1.03	-0.99
GO:0022008	-1.47	0.53
GO:0035556	-0.87	1.76
GO:0003676	-1.19	1.39
GO:0090207	0.25	0.99
GO:0008150	-1.81	0.36
GO:0070409	0.87	-0.73
GO:0030497	1.18	0.43
GO:0060439	-0.47	0.62
GO:0016021	-0.86	-1.90
GO:0022008	0.76	-1.30
GO:0016887	0.78	-0.86
GO:0007498	1.16	0.46
GO:0050907	1.19	1.15
GO:0048193	1.49	-0.89
GO:0046856	-0.38	1.84
GO:0006508	-0.41	1.30
GO:0045434	1.00	0.62
GO:0005737	-0.51	-1.04
GO:0008150	0.35	-1.27
GO:0052689	-1.73	1.47
GO:0046872	-0.50	-0.51
GO:0005524	-1.38	-0.73
GO:0000977	1.49	0.12
GO:0055114	-1.10	1.04
GO:0070290	-0.35	1.22
GO:0045944	0.72	-0.48
GO:0008150	-0.62	-0.68
GO:0046331	-1.15	1.31
GO:0030170	0.53	-0.76
GO:0006508	-0.55	0.35
GO:0071013	-0.78	1.23
GO:0008061	-1.42	0.53
GO:0008270	-0.87	0.45
GO:0050975	1.36	1.74
GO:0055114	-0.23	0.68
GO:0042742	-0.54	1.00
GO:0007606	0.52	-0.98
GO:0055114	-0.35	-0.68
GO:0000164	-0.79	-0.34
GO:0008145	1.22	0.52
GO:0030111	-0.49	1.56
GO:0055065	-1.03	-0.58
GO:0032504	-1.06	1.37
GO:0005874	-1.12	-0.14
GO:0043492	0.79	0.91
GO:0008150	1.05	-1.06
GO:0022008	-1.54	-0.45
GO:0042742	-1.26	1.19
GO:0051603	-0.57	0.53
GO:0055114	0.70	0.75
GO:0060914	1.23	0.58
GO:0006421	-0.87	-0.54
GO:0005515	1.10	1.90
GO:0055114	1.31	0.35
GO:0048477	-0.28	0.81
GO:0030163	-1.91	-2.37
GO:0000790	-0.41	-0.24
GO:0055114	0.77	3.11
GO:0008150	0.84	1.01
GO:0042254	3.01	-3.91
GO:0008150	-0.91	0.50
GO:0051298	5.32	-3.99
GO:2000619	1.97	-2.19
GO:2000373	1.59	-1.08
GO:0001054	1.34	-0.94
GO:0006869	0.81	-0.13
GO:0032504	-1.35	-0.65
GO:0008152	-1.00	1.32
GO:0055114	1.73	-0.29
GO:0043565	-0.77	-0.60
